1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512_256,87.25342775465279,251.06556049246467
1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512_257,159.93200088401468,312.2963189528063
1.3.6.1.4.1.14519.5.2.1.6279.6001.419601611032172899567156073142_978,439.6952211610283,279.60922300242316
1.3.6.1.4.1.14519.5.2.1.6279.6001.961063442349005937536597225349_1172,157.49575493688891,257.0403247815111
1.3.6.1.4.1.14519.5.2.1.6279.6001.866845763956586959109892274084_1123,129.1886787721174,266.35470032585664
1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637_838,56.13529607529413,295.00886912
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444_1138,177.28826501731342,129.525595281194
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444_1139,400.0470446997015,168.58253965373135
1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632_1025,205.20918924799997,352.8443263288889
1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632_1026,184.52425329777776,339.3413539982222
1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632_1027,395.2260354844444,324.57849154844445
1.3.6.1.4.1.14519.5.2.1.6279.6001.252814707117018427472206147014_636,82.18174478222222,212.0353228231111
1.3.6.1.4.1.14519.5.2.1.6279.6001.252814707117018427472206147014_637,321.8912264391111,358.919003008
1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406_869,158.7727347456,281.0713865088
1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406_870,116.02147750399999,272.06549425919997
1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406_871,212.22011764479998,320.4603803008
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231_733,158.3790965894737,330.72043788126314
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231_734,170.31040979536843,356.4434108496842
1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169_595,120.59311811329479,344.7610771976878
1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815_707,213.35976129163637,166.89315793454546
1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815_708,380.85992413090906,254.05874939345455
1.3.6.1.4.1.14519.5.2.1.6279.6001.272123398257168239653655006815_709,406.2769688436363,297.30329286981816
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179_986,140.04832405398176,245.6441743951368
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179_987,350.159711972766,399.00580867112467
1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660_597,162.8386143924706,309.197071962353
1.3.6.1.4.1.14519.5.2.1.6279.6001.315770913282450940389971401304_879,334.5238442500961,383.5080981711181
1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130_716,142.3214820058997,300.1471888235988
1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130_717,149.6678328259587,401.09163550206495
1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225_109,126.66715544034852,397.51391003016016
1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225_110,312.38129500613115,407.1656725861229
1.3.6.1.4.1.14519.5.2.1.6279.6001.975426625618184773401026809852_1180,345.3099003448889,376.9855712
1.3.6.1.4.1.14519.5.2.1.6279.6001.225515255547637437801620523312_525,287.3971197049868,166.12451742265586
1.3.6.1.4.1.14519.5.2.1.6279.6001.225515255547637437801620523312_526,350.05849886453115,213.25154373378174
1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969_267,211.443501312,406.36358138311107
1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969_268,472.1633136355556,311.1546824533333
1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071_822,412.29311616,240.84393291235557
1.3.6.1.4.1.14519.5.2.1.6279.6001.300136985030081433029390459071_823,196.86984413866668,172.51569840355555
1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970_548,105.98459434666668,155.35394046577778
1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970_549,98.75598919111111,305.94439374222225
1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970_550,117.10593393777779,170.18598492444445
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748_336,347.1563904711111,331.5171960177778
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748_337,386.183268736,215.79085737244446
1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811_565,369.31455288752716,312.6776294543998
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600_234,302.42424725082356,286.77976026352945
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600_235,392.3844891557647,288.9778206870588
1.3.6.1.4.1.14519.5.2.1.6279.6001.658611160253017715059194304729_1058,160.65904051442482,327.8920899757374
1.3.6.1.4.1.14519.5.2.1.6279.6001.658611160253017715059194304729_1059,146.2190816974263,298.61241391225957
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192_389,34.82958593532934,249.10846589700597
1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591_398,395.18518013641534,270.9458136932679
1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591_399,118.46691827229577,135.07159821194722
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_4,172.5271898722807,328.07880172238595
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_5,220.05403180552983,292.8001619357193
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_6,379.0258395351579,250.69469128308768
1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405_7,376.527019834386,335.8086615399298
1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219_314,446.27254272,204.5450290773333
1.3.6.1.4.1.14519.5.2.1.6279.6001.252358625003143649770119512644_633,100.47587882666667,270.23522304
1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664_728,123.82879442659399,317.8058816174387
1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664_729,162.06984076207084,265.7702567411444
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_58,133.6651409769412,396.8949578089412
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_59,235.06539081487057,349.8261042597647
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_60,380.7389956818824,400.6096208112941
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_61,341.5360158418824,352.7160516367059
1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_62,127.86375776376472,383.56495155199997
1.3.6.1.4.1.14519.5.2.1.6279.6001.439153572396640163898529626096_984,53.57529003308271,264.2159793082707
1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228_11,124.35766072795224,280.9435633233524
1.3.6.1.4.1.14519.5.2.1.6279.6001.276710697414087561012670296643_732,336.421304512,367.4062756736
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321_890,136.17443273955556,291.43578875733334
1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286_75,125.75260898411928,317.77997786247766
1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286_76,185.49828771008205,316.4649986443605
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547_1018,152.43825951012425,362.9393084491751
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547_1019,360.5863949567944,239.03801910120458
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547_1020,454.99134862307056,263.5593055611643
1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937_397,164.26184056059932,151.5454462492904
1.3.6.1.4.1.14519.5.2.1.6279.6001.776800177074349870648765614630_1096,114.28620793952969,244.08308167591156
1.3.6.1.4.1.14519.5.2.1.6279.6001.250481236093201801255751845296_630,338.3857609088,360.10847996160004
1.3.6.1.4.1.14519.5.2.1.6279.6001.670107649586205629860363487713_1062,191.08670102657794,407.8303655958655
1.3.6.1.4.1.14519.5.2.1.6279.6001.141345499716190654505508410197_152,168.46210308346036,361.60010835912493
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409_751,411.99948800000004,130.140058672
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409_752,426.829893568,312.83891344000006
1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291_281,402.032153856,288.6681401088
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492_24,110.39259332811388,346.62447366274836
1.3.6.1.4.1.14519.5.2.1.6279.6001.246225645401227472829175288633_600,411.85204185479625,217.67727813416926
1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179_1154,112.10676167111112,307.4821331768889
1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179_1155,200.96314639644447,191.93486684444446
1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696_171,142.60611304124814,215.23246265884015
1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696_172,222.65729452156322,347.72018347365696
1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689_718,398.40728417960963,163.72436065238057
1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689_719,98.81169244826471,221.04760606183325
1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689_720,207.8112192775919,226.08724998999205
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295_239,208.0871815713718,356.97850159120554
1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732_263,413.03977173333334,346.69105103644443
1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687_403,357.7295191578947,356.6506869625263
1.3.6.1.4.1.14519.5.2.1.6279.6001.200725988589959521302320481687_404,327.3320958248421,305.7572016505263
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_219,141.166035072,381.73156710399996
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_220,207.73793318399998,367.178851328
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_221,350.12742432,404.864409472
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_222,432.789683968,272.665849984
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805_223,322.4075687808,408.083175808
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_9,354.15946752,279.0693936174546
1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925_800,354.28901530829893,323.0919046057045
1.3.6.1.4.1.14519.5.2.1.6279.6001.295462530340364058116953738925_801,382.4265017451916,308.5261046764589
1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671_402,172.35346989198985,156.86715691103757
1.3.6.1.4.1.14519.5.2.1.6279.6001.797637294244261543517154417124_1102,449.5876217263158,195.3611405136842
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558_304,182.4302641139376,128.56473670652392
1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021_315,344.3787701196711,127.90742279681807
